标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
AI Agents in Cryptoland: Practical Attacks and No Silver Bullet,加密领域中的AI智能体：实际攻击与无银弹,20 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.16248,https://www.arxiv.org/abs/2503.16248,https://www.alphaxiv.org/abs/2503.16248,本论文探讨了AI代理在区块链金融生态系统中的安全风险，特别是其在与恶意行为者互动时的脆弱性。研究提出了“上下文操控”这一新攻击方式，揭示了如何通过操纵输入渠道、内存模块和外部数据源来触发未授权的资产转移和协议违规。通过对ElizaOS的实证分析，论文证明了常见的防御措施如提示安全保护不足，无法有效抵御这些攻击。研究强调了开发既安全又负责任的AI代理的紧迫性，以应对金融交易中的高风险挑战。,1
CaKE: Circuit-aware Editing Enables Generalizable Knowledge Learners,CaKE：电路感知编辑使得知识学习者具备可推广性,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16356,https://www.arxiv.org/abs/2503.16356,https://www.alphaxiv.org/abs/2503.16356,论文提出了一种新方法CaKE（Circuit-aware Knowledge Editing），旨在提高大型语言模型（LLMs）在知识编辑中的表现，特别是在多跳推理任务中。现有的知识编辑方法在更新信息时常常无法有效传播到推理路径中，导致模型在相关任务中的表现不佳。CaKE通过分析推理电路，利用精心策划的数据，促进模型整合更新的知识，从而提升其推理能力。实验结果显示，CaKE在MQuAKE数据集上实现了平均20%的多跳推理准确率提升，显著改善了模型在处理更新知识时的表现。,0
Palatable Conceptions of Disembodied Being: Terra Incognita in the Space of Possible Minds,可口的非具身存在观念：可能心灵空间中的未知领域,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16348,https://www.arxiv.org/abs/2503.16348,https://www.alphaxiv.org/abs/2503.16348,这篇论文探讨了如何定义与现代无身体人工智能系统特征相兼容的意识概念，并对其进行哲学审视。作者指出，尽管这些基于大型语言模型的对话代理在语言使用上表现出色，但它们缺乏与物理世界的持续互动和身体感知，这使得传统的意识理解面临挑战。论文旨在揭示一种新的意识观念，强调时间和自我感的碎片化特征，从而为我们对意识的理解开辟新的思维空间。这一研究不仅回应了当代技术发展的需求，也为哲学对无身体心灵的讨论提供了新的视角。,0
Neural Networks: According to the Principles of Grassmann Algebra,神经网络：基于Grassmann代数的原则,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16364,https://www.arxiv.org/abs/2503.16364,https://www.alphaxiv.org/abs/2503.16364,本论文探讨了Grassmann代数在神经网络中的应用，特别是通过量子幺正算子和费米子代数的框架，揭示了其与机器学习的关系。研究表明，Grassmann代数不仅为神经网络的架构提供了数学基础，还通过代数不变子空间的表示，提供了对推理和关系路径的概率解释。作者构建了与Clifford代数相关的不可约表示，强调了对称性在神经网络中的重要性，从而扩展了深度学习在复杂应用中的潜力。,0
The Emperor's New Clothes in Benchmarking? A Rigorous Examination of Mitigation Strategies for LLM Benchmark Data Contamination,基准测试中的皇帝的新衣？对大语言模型基准数据污染缓解策略的严格审查,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16402,https://www.arxiv.org/abs/2503.16402,https://www.alphaxiv.org/abs/2503.16402,本论文探讨了大型语言模型（LLM）评估中的基准数据污染（BDC）问题，指出其导致性能估计虚高并影响评估可靠性。作者设计了一套系统的评估管道及两种新指标——保真度和污染抵抗力，以全面评估现有的BDC缓解策略。研究表明，现有策略在提升污染抵抗力方面效果不明显，且未能有效平衡保真度与污染抵抗力。这一发现强调了迫切需要开发更有效的BDC缓解策略，从而提高LLM评估的准确性和可靠性。,0
"Evaluating Test-Time Scaling LLMs for Legal Reasoning: OpenAI o1, DeepSeek-R1, and Beyond",评估法律推理中的测试时间扩展大语言模型：OpenAI o1、DeepSeek-R1及其他,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16040,https://www.arxiv.org/abs/2503.16040,https://www.alphaxiv.org/abs/2503.16040,本文评估了大型语言模型（LLMs）在法律推理中的表现，尤其是OpenAI的o1和DeepSeek-R1。研究涵盖了9种LLMs和17个法律任务，分析了中英文法律场景的推理能力。尽管这些模型在一般语言任务中表现优异，但在法律推理方面仍显不足，尤其在七个中文和两个英文法律任务中得分均低于80%。这表明，当前最先进的推理模型在法律领域的应用仍需改进，提示未来研究需关注法律推理能力的提升。,0
LeanTTA: A Backpropagation-Free and Stateless Approach to Quantized Test-Time Adaptation on Edge Devices,LeanTTA：一种无反向传播和无状态的量化测试时间适应方法，适用于边缘设备,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.15889,https://www.arxiv.org/abs/2503.15889,https://www.alphaxiv.org/abs/2503.15889,本文提出了一种名为LeanTTA的新框架，旨在解决在资源受限的边缘设备上进行量化测试时适应的问题。LeanTTA采用无反向传播和无状态的方法，能够动态更新归一化统计信息，从而减少计算成本。这一创新使其在内存和能耗方面表现出色，同时避免了传统方法在小批量数据和快速变化环境下的适应性不足。实验结果表明，LeanTTA在多种传感器模式下显著提高了准确性，减少了15.7%的错误率，并在内存使用和适应速度上优于现有的最先进方法，为边缘设备上的机器学习应用提供了有效解决方案。,0
DNA Bench: When Silence is Smarter -- Benchmarking Over-Reasoning in Reasoning LLMs,DNA Bench：当沉默更聪明——大语言模型中过度推理的基准测试,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.15793,https://www.arxiv.org/abs/2503.15793,https://www.alphaxiv.org/abs/2503.15793,本文介绍了“Don’t Answer Bench (DNA Bench)”，一个新颖的基准测试，旨在评估推理型大型语言模型（RLMs）在避免过度推理方面的能力。尽管RLMs在复杂任务上表现出色，但它们往往生成过多的响应，导致效率低下。DNA Bench包含150个特意设计的对抗性提示，旨在测试模型在处理简单问题时的表现，包括指令遵循、避免幻觉和识别无解问题的能力。实验结果表明，RLMs在这些任务上表现不佳，常常产生冗长的推理过程或错误的答案，凸显了改进训练和推理策略的必要性。,0
Bézier Splatting for Fast and Differentiable Vector Graphics,用于快速和可微分矢量图形的贝塞尔点云,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16424,https://www.arxiv.org/abs/2503.16424,https://www.alphaxiv.org/abs/2503.16424,本文提出了一种新型的可微分向量图形表示方法——Bézier Splatting，旨在实现快速且高保真的高分辨率图像向量化。通过在Bézier曲线上采样2D高斯点，Bézier Splatting显著提高了渲染效率，相较于现有的可微分向量图形方法，前向计算速度提升超过20倍，反向计算速度提升150倍，整体训练速度提升超过10倍。此外，论文引入了一种自适应修剪和稠密化策略，以优化曲线的空间分布，进一步提高了图形质量。实验结果表明，Bézier Splatting在视觉保真度和优化速度上均优于现有方法。,0
Reinforcement Learning for Reasoning in Small LLMs: What Works and What Doesn't,小型大语言模型中的推理强化学习：有效与无效的探索,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16219,https://www.arxiv.org/abs/2503.16219,https://www.alphaxiv.org/abs/2503.16219,本研究探讨了如何通过强化学习（RL）提升小型语言模型（LLMs）的推理能力，特别是在资源受限的环境中。我们以1.5亿参数的DeepSeek-R1-Distill-Qwen-1.5B模型为例，在仅使用4块NVIDIA A40 GPU和24小时训练时间的条件下，采用了集团相对策略优化（GRPO）算法，并构建了高质量的数学推理数据集。实验结果表明，该模型的推理准确率显著提高，训练成本仅为42美元，远低于基线模型的费用。尽管在优化稳定性和训练时长上面临挑战，这一研究为小型LLMs的经济高效推理能力提升提供了新思路，并将相关代码和数据集开源，促进了后续研究。,0
