标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
V-STaR: Benchmarking Video-LLMs on Video Spatio-Temporal Reasoning,V-STaR：视频大语言模型在视频时空推理中的基准测试,14 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.11495,https://www.arxiv.org/abs/2503.11495,https://www.alphaxiv.org/abs/2503.11495,本文提出了一个新的视频时空推理基准——V-STaR，旨在评估视频大型语言模型（Video-LLMs）在理解视频中的时空关系能力。传统的评估主要关注对象识别，未能有效测量模型对对象交互的真实理解。V-STaR通过反向时空推理任务，综合评估对象的存在、事件发生的时间和位置，并通过生成的链式思维问题模拟人类的推理过程。实验结果显示，当前的Video-LLMs在时空推理方面存在显著不足，强调了提升模型理解能力的必要性。,0
"Cerebrum (AIOS SDK): A Platform for Agent Development, Deployment, Distribution, and Discovery",Cerebrum (AIOS SDK)：一个用于智能体开发、部署、分发和发现的平台,14 Mar 2025,Agent,Other,https://www.arxiv.org/pdf/2503.11444.pdf,https://www.arxiv.org/abs/2503.11444,https://www.alphaxiv.org/abs/2503.11444,Cerebrum是一个针对自主大型语言模型（LLM）代理的开发平台，旨在填补当前缺乏标准化工具的空白。该平台包含三个主要组件：一个模块化的四层架构SDK，支持代理的开发与管理；一个社区驱动的代理中心，方便共享和发现代理，并提供版本控制和依赖管理；一个交互式网页界面，用于测试和评估代理。Cerebrum通过支持多种代理架构的实现，推动了代理开发的标准化，同时为研究人员和开发者提供了创新和分发的灵活性。,0
From Generative AI to Innovative AI: An Evolutionary Roadmap,从生成性人工智能到创新性人工智能：一条进化路线图,14 Mar 2025,AGI,Other,https://arxiv.org/pdf/2503.11419,https://www.arxiv.org/abs/2503.11419,https://www.alphaxiv.org/abs/2503.11419,本论文探讨了从生成性人工智能（GenAI）向创新性人工智能（InAI）的关键转变。尽管GenAI在内容创作上取得了显著进展，但其主要依赖于已有数据的重组，缺乏真正的创新能力。论文提出了一条发展路线图，旨在构建能够进行自主问题解决和创造性构思的AI系统。通过整合计算创造力、强化学习等技术，作者提供了理论见解和实践策略，以推动AI实现真正的创新，从而在科学、技术和艺术领域做出有意义的贡献。,0
Collaboration is all you need: LLM Assisted Safe Code Translation,协作是你所需要的一切：LLM辅助的安全代码翻译,14 Mar 2025,LLM,Other,https://www.arxiv.org/pdf/2503.11237.pdf,https://www.arxiv.org/abs/2503.11237,https://www.alphaxiv.org/abs/2503.11237,本文提出了UniTranslator，一个创新的框架，将代码翻译视为多个紧凑型大语言模型（LLMs）之间的协作过程。通过协调专注于不同翻译方面的代理，UniTranslator在准确性和效率上与大型模型相当。该框架能够处理多种语言对，包括低资源语言，并通过自然语言推理（NLI）和迭代反馈机制来减少代码错误和幻觉。初步评估表明，UniTranslator克服了现有方法的局限性，展示了小型LLMs在复杂代码翻译任务中的潜力，推动了代码翻译的民主化和普及。,0
Centaur: Robust End-to-End Autonomous Driving with Test-Time Training,Centaur: 通过测试时训练实现稳健的端到端自动驾驶,14 Mar 2025,Agent,Other,https://www.arxiv.org/pdf/2503.11650.pdf,https://www.arxiv.org/abs/2503.11650,https://www.alphaxiv.org/abs/2503.11650,本论文提出了一种名为Centaur的创新方法，旨在提升端到端自主驾驶系统在实际部署中的安全性和鲁棒性。与传统的依赖手工规则或成本函数的方法不同，Centaur通过测试时训练（Test-Time Training）来动态更新规划器的决策，重点在于测量和降低决策的不确定性。为此，研究者们开发了一种新颖的不确定性度量——Cluster Entropy，能够与现有规划算法兼容。实验结果显示，Centaur在安全关键指标上显著提升，并在navtest排行榜中名列前茅。此外，论文还引入了新的基准测试navsafe，以揭示驾驶模型中未发现的失败模式。,0
ReCamMaster: Camera-Controlled Generative Rendering from A Single Video,ReCamMaster：基于单个视频的摄像机控制生成渲染,14 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.11647,https://www.arxiv.org/abs/2503.11647,https://www.alphaxiv.org/abs/2503.11647,ReCamMaster是一种用于视频重渲染的框架，旨在通过新的相机轨迹再现输入视频中的动态场景。该方法利用预训练的文本到视频模型，通过简单而有效的视频条件机制，解决了在保持多帧外观和动态同步方面的挑战。为克服训练数据不足的问题，研究团队使用虚幻引擎5构建了一个多摄像头同步视频数据集，涵盖多种场景和相机运动。实验结果表明，ReCamMaster显著优于现有的方法，并具有视频稳定、超分辨率和扩展绘制等应用潜力。,0
From Denoising Score Matching to Langevin Sampling: A Fine-Grained Error Analysis in the Gaussian Setting,从去噪得分匹配到Langevin采样：高斯设置下的细致误差分析,14 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.11615,https://www.arxiv.org/abs/2503.11615,https://www.alphaxiv.org/abs/2503.11615,本论文探讨了从高斯分布中进行采样的过程，重点分析了基于去噪评分匹配和Langevin扩散的采样方法中的误差来源。作者通过对Wasserstein采样误差的精细分析，揭示了数据分布的各向异性如何与采样过程中的关键参数（如噪声幅度和步长）相互作用。研究结果表明，Wasserstein误差可以用特定的核型范数表示，这为优化采样精度提供了理论基础，帮助理解在不同参数选择下的误差权衡。这项工作为生成AI领域的采样方法改进提供了重要见解。,0
HiTVideo: Hierarchical Tokenizers for Enhancing Text-to-Video Generation with Autoregressive Large Language Models,HiTVideo：利用层次化标记器增强基于自回归大语言模型的文本到视频生成,14 Mar 2025,Multimodal LLM,Microsoft,https://arxiv.org/pdf/2503.11513,https://www.arxiv.org/abs/2503.11513,https://www.alphaxiv.org/abs/2503.11513,本文提出了HiTVideo，一个用于文本到视频生成的层次化视频标记器，旨在解决视频数据的复杂性和语言与视觉之间的差距。HiTVideo采用三维因果变分自编码器和多层离散标记框架，将视频内容编码为层次化的代码本。高层次捕捉语义信息并实现高压缩，而低层次则关注细粒度的时空细节。相较于基线标记器，HiTVideo在保持竞争性重建质量的同时，将每像素比特数降低约70%。该方法为提高文本到视频生成的效率和质量提供了新的思路，展现了其在多模态生成任务中的潜力。,0
TikZero: Zero-Shot Text-Guided Graphics Program Synthesis,TikZero: 零样本文本引导的图形程序合成,14 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.11509,https://www.arxiv.org/abs/2503.11509,https://www.alphaxiv.org/abs/2503.11509,论文《TikZero: Zero-Shot Text-Guided Graphics Program Synthesis》提出了一种新方法TikZero，旨在通过文本生成高精度的图形程序。该方法克服了对对齐训练数据的依赖，利用未对齐的图形程序和带标题的图像作为训练基础。TikZero通过将图形程序生成与文本理解解耦，使用图像表示作为中介，从而实现了零-shot的文本引导图形程序合成。实验结果表明，TikZero在性能上显著超过了只能处理对齐数据的基线模型，并在结合对齐图形程序作为辅助训练信号时，甚至与更大模型的性能相当。,0
TASTE-Rob: Advancing Video Generation of Task-Oriented Hand-Object Interaction for Generalizable Robotic Manipulation,TASTE-Rob：推进任务导向的手-物交互视频生成以实现可泛化的机器人操控,14 Mar 2025,Diffusion Model,Other,https://www.arxiv.org/pdf/2503.11423.pdf,https://www.arxiv.org/abs/2503.11423,https://www.alphaxiv.org/abs/2503.11423,"本论文介绍了TASTE-Rob，一个大型手-物体交互视频数据集，包含100,856个自视角视频，旨在提升任务导向的机器人模仿学习。现有数据集如Ego4D存在视角不一致和交互对齐不准确的问题，限制了视频生成质量。TASTE-Rob通过一致的摄像机视角和精确的语言指令对齐，确保了交互的清晰性。此外，论文还提出了一种三阶段的姿势优化流程，以提高生成视频中手部姿势的准确性。该数据集和优化框架显著提升了任务导向视频的生成质量，促进了机器人操控的泛化能力，未来将公开发布以推动该领域的发展。",0
