标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
MetaScale: Test-Time Scaling with Evolving Meta-Thoughts,MetaScale：基于演变元思维的测试时扩展,17 Mar 2025,LLM,Microsoft,https://arxiv.org/pdf/2503.13447,https://www.arxiv.org/abs/2503.13447,https://www.alphaxiv.org/abs/2503.13447,论文《MetaScale: Test-Time Scaling with Evolving Meta-Thoughts》提出了一种新的框架——METASCALE，旨在提高大型语言模型（LLMs）在复杂推理任务中的表现。传统方法依赖于固定的推理模式，限制了模型的适应性。METASCALE通过引入“元思维”概念，使模型能够在推理过程中动态选择和优化适合特定任务的思维策略。该框架利用多臂老虎机算法和遗传算法不断演化高效的思维策略，从而提升模型的准确性和泛化能力。实验结果显示，METASCALE在多项任务中显著优于传统推理方法，显示出更强的适应性和更高的响应质量。,31
SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,SWEET-RL：在协作推理任务上训练多轮LLM智能体,19 Mar 2025,Agent,Meta,https://arxiv.org/pdf/2503.15478,https://www.arxiv.org/abs/2503.15478,https://www.alphaxiv.org/abs/2503.15478,论文提出了SWEET-RL，一个新颖的强化学习算法，旨在训练大型语言模型（LLM）代理在多轮协作推理任务中的表现。研究首先引入了ColBench基准，允许LLM代理与人类协作解决实际编程和设计任务。SWEET-RL通过利用训练时信息，优化了多轮决策中的信用分配，从而提供逐步奖励，显著提升了成功率和胜率。实验结果显示，SWEET-RL在ColBench上比现有最先进的多轮RL算法提高了6%的绝对性能，使Llama-3.1-8B在协作内容创作中达到或超越GPT4-o的表现。,22
Inside-Out: Hidden Factual Knowledge in LLMs,从内到外：大语言模型中的隐含事实知识,19 Mar 2025,LLM,Google,https://arxiv.org/pdf/2503.15299,https://www.arxiv.org/abs/2503.15299,https://www.alphaxiv.org/abs/2503.15299,本论文提出了一个框架，用于评估大型语言模型（LLMs）是否编码了比其输出中表达的更多事实知识。研究定义了知识的量化方法，并区分了外部知识和内部知识，发现隐藏知识的存在，即内部知识超过外部知识。通过对三个流行的开源LLM进行闭卷问答的案例研究，结果显示LLMs内部编码的事实知识平均比外部表达多40%。此外，研究还发现某些知识深藏于模型内部，模型能够完美知道答案却无法生成，揭示了LLMs生成能力的根本限制。这项研究为理解和利用LLMs中的隐藏知识提供了重要的理论基础。,10
Solla: Towards a Speech-Oriented LLM That Hears Acoustic Context,SOLLA: 朝着一个能够听取声学上下文的面向语音的大语言模型,19 Mar 2025,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2503.15338,https://www.arxiv.org/abs/2503.15338,https://www.alphaxiv.org/abs/2503.15338,本文介绍了SOLLA，一个旨在同时理解语音指令和音频背景的语音导向大语言模型（LLM）。与传统模型主要依赖文本指令不同，SOLLA能够在混合音频输入的情况下进行有效的信息提取。该框架包括一个音频标记模块和一个语音识别辅助预测方法，以提高对口语内容的理解。为评估SOLLA的性能，研究者们还提出了SA-Eval基准数据集，涵盖音频事件分类、音频描述和音频问答等任务。实验结果表明，SOLLA在不同难度测试集上表现优异，展示了其在自然人机交互中的潜力。,8
CCDP: Composition of Conditional Diffusion Policies with Guided Sampling,CCDP：带引导采样的条件扩散策略组合,19 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.15386,https://www.arxiv.org/abs/2503.15386,https://www.alphaxiv.org/abs/2503.15386,本文提出了一种名为CCDP的新方法，通过引导采样策略改进条件扩散政策的组合，以提高模仿学习中机器人在失败情况下的采样效率。传统方法在面对失败时往往重复尝试，而CCDP通过利用成功示范数据，动态调整采样空间，主动探索替代动作，避免无效尝试。该方法将复杂问题分解为多个小问题，降低了对额外资源的依赖。实验表明，CCDP在多项任务中表现优于传统基线，为机器人在实际应用中的失败恢复提供了更有效的解决方案。,6
"A Unified Framework for Real-Time Failure Handling in Robotics Using Vision-Language Models, Reactive Planner and Behavior Trees",基于视觉语言模型、反应规划器和行为树的机器人实时故障处理统一框架,19 Mar 2025,Embodied AI,Other,https://arxiv.org/pdf/2503.15202,https://www.arxiv.org/abs/2503.15202,https://www.alphaxiv.org/abs/2503.15202,本论文提出了一种统一的框架，结合视觉-语言模型、反应式规划器和行为树，实现机器人实时故障处理。该框架通过预执行验证和实时监控，能够在执行过程中检测和纠正故障，提高了机器人在动态环境中的适应能力。研究表明，与传统的预定义策略和单独的反应式方法相比，该框架在任务成功率和适应性方面表现更佳。通过与ABB YuMi机器人和AI2-THOR模拟器的实验证明，强调了视觉-语言模型、结构化场景表示和执行历史跟踪在有效故障恢复中的重要性。,5
A Foundational Theory for Decentralized Sensory Learning,去中心化感知学习的基础理论,19 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.15130,https://www.arxiv.org/abs/2503.15130,https://www.alphaxiv.org/abs/2503.15130,这篇论文提出了一种基础理论，解释了生物学习的起源，认为生物体通过负反馈控制系统来处理感知信号，从而实现学习。作者基于进化视角，指出这种学习机制可以追溯到最早的单细胞生物，并且在多细胞生物中得以扩展，支持细胞之间的分工。论文强调，生物的内外部感知信号与维持稳态息息相关，并提出不需要全局错误修正的局部学习算法。这一理论为理解神经科学和人工智能中的学习机制提供了新的视角，揭示了学习能力的古老根源。,5
LIFT: Latent Implicit Functions for Task- and Data-Agnostic Encoding,LIFT：用于任务和数据无关编码的潜在隐式函数,19 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.15420,https://www.arxiv.org/abs/2503.15420,https://www.alphaxiv.org/abs/2503.15420,论文《LIFT: Latent Implicit Functions for Task- and Data-Agnostic Encoding》提出了一种新颖的框架LIFT，旨在通过多尺度信息捕捉和元学习解决现有隐式神经表示（INR）方法的局限性。LIFT结合多个并行的局部隐式函数和分层潜在生成器，能够生成统一的潜在表示，提升了表达能力并提高了推理效率。此外，LIFT的改进版本ReLIFT通过引入残差连接和频率编码，显著缩小了收敛能力差距。实验证明，LIFT在生成建模和分类任务中表现出色，同时降低了计算成本，展示了在单任务设置下的有效性。,4
A Personalized Data-Driven Generative Model of Human Motion,个性化数据驱动的人类运动生成模型,19 Mar 2025,Embodied AI,Other,https://arxiv.org/pdf/2503.15225,https://www.arxiv.org/abs/2503.15225,https://www.alphaxiv.org/abs/2503.15225,本论文提出了一种个性化的数据驱动生成模型，用于模拟人类运动，特别是在群体活动中的表现。通过长短期记忆神经网络（LSTM），该模型能够捕捉个体独特的运动特征，并生成具有真实感的新运动信号。研究验证了模型在复制个体运动速度分布和幅度包络方面的有效性，且与其他个体的运动表现明显不同。与现有模型相比，该方法在与真实人类数据的相似性上表现更优，推动了虚拟代理和机器人在康复、体育和制造等应用中的发展。,4
Foundation models may exhibit staged progression in novel CBRN threat disclosure,基础模型可能在新型CBRN威胁披露中表现出分阶段进展,19 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.15182,https://www.arxiv.org/abs/2503.15182,https://www.alphaxiv.org/abs/2503.15182,本论文探讨了基础模型在新型化学、生物、辐射和核（CBRN）威胁披露中的能力，特别是针对“镜像细菌”这一潜在生物威胁的案例研究。通过对生物学研究生进行控制实验，发现使用Claude Sonnet 3.5模型的参与者在预测镜像大肠杆菌释放后果时表现优于仅依赖网络搜索的组，而较小的Haiku 3.5模型在专家指导下也未能有效推理。这表明模型能力存在不同阶段，未来的模型可能在无专家指导的情况下也能有效披露新威胁。该研究为评估大型语言模型在科学威胁评估中的潜力提供了重要见解。,3
