标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
AI Agents in Cryptoland: Practical Attacks and No Silver Bullet,加密领域中的AI智能体：实际攻击与无银弹,20 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.16248,https://www.arxiv.org/abs/2503.16248,https://www.alphaxiv.org/abs/2503.16248,这篇论文探讨了AI代理在区块链金融生态系统中的安全风险，特别是它们在面临恶意攻击时的脆弱性。研究提出了一种新的攻击方式——上下文操控，利用未保护的输入渠道和外部数据源，导致未经授权的资产转移和协议违规。通过对ElizaOS框架的实证分析，作者展示了常见的防御措施（如提示安全）无法有效阻止这些攻击，强调了开发既安全又负责任的AI代理的迫切需求。这项研究填补了AI代理在金融交易中安全性研究的空白，揭示了潜在的重大损失风险。,34
Reinforcement Learning for Reasoning in Small LLMs: What Works and What Doesn't,小型大语言模型推理的强化学习：有效与无效的探索,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16219,https://www.arxiv.org/abs/2503.16219,https://www.alphaxiv.org/abs/2503.16219,本研究探讨了如何通过强化学习（RL）提升小型语言模型（LLMs）的推理能力，特别是在资源受限的环境中。以1.5亿参数的DeepSeek-R1-Distill-Qwen-1.5B为例，研究者在仅使用4个NVIDIA A40 GPU和24小时的训练时间内，应用了改进的Group Relative Policy Optimization（GRPO）算法，并构建了高质量的数学推理数据集。实验结果显示，该模型在推理准确性上取得显著提升，成本仅为42美元，远低于基线模型的数千美元。研究揭示了RL微调在小型LLMs中的有效性，为资源有限的环境中实现推理能力的提升提供了新思路，并将相关代码和数据集开源，以促进后续研究。,23
Bézier Splatting for Fast and Differentiable Vector Graphics,用于快速和可微分向量图形的贝塞尔点云,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16424,https://www.arxiv.org/abs/2503.16424,https://www.alphaxiv.org/abs/2503.16424,本文提出了一种新的可微分向量图形表示方法——Bézier Splatting，旨在实现快速且高保真的高分辨率图像向量化。通过在Bézier曲线上采样2D高斯点，Bézier Splatting显著提高了渲染速度，前向计算速度提升超过20倍，反向计算速度提升超过150倍，且总训练速度提升超过10倍。该方法还引入了一种自适应修剪和密集化策略，优化了曲线的空间分布，帮助逃避局部最优解。实验结果表明，Bézier Splatting在图像细节保留和优化速度方面均优于现有方法，具有广泛的应用潜力。,9
CaKE: Circuit-aware Editing Enables Generalizable Knowledge Learners,CaKE：电路感知编辑使知识学习者具备泛化能力,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16356,https://www.arxiv.org/abs/2503.16356,https://www.alphaxiv.org/abs/2503.16356,论文提出了一种新的知识编辑方法CaKE（Circuit-aware Knowledge Editing），旨在提高大型语言模型（LLMs）在多跳推理任务中的表现。现有的知识编辑方法在更新信息时往往无法有效传播到相关的推理路径，导致模型在复杂问题上的准确性不足。CaKE通过分析推理电路，利用精心策划的数据促进模型更好地整合更新的知识，从而提升多跳推理的准确性。实验结果表明，CaKE在MQuAKE数据集上相比现有方法平均提高了20%的多跳推理准确率，具有显著的实用价值。,6
Neural Networks: According to the Principles of Grassmann Algebra,神经网络：基于Grassmann代数的原理,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16364,https://www.arxiv.org/abs/2503.16364,https://www.alphaxiv.org/abs/2503.16364,本文探讨了量子幺正元的代数及费米子量子化与Grassmann代数的关系，提出了通过代数表示来理解神经网络的信息处理。作者指出，利用Grassmann代数的不可约表示，可以为深度学习提供一个统一的数学框架，拓展其在复杂应用中的潜力。论文强调了将数学物理与机器学习相结合的重要性，展示了如何通过代数结构和几何路径的概率解释来增强推理能力。这为量子神经网络的研究提供了新的视角和理论基础。,5
The Emperor's New Clothes in Benchmarking? A Rigorous Examination of Mitigation Strategies for LLM Benchmark Data Contamination,基准测试中的皇帝的新衣？对大语言模型基准数据污染缓解策略的严格审查,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16402,https://www.arxiv.org/abs/2503.16402,https://www.alphaxiv.org/abs/2503.16402,该论文探讨了大语言模型（LLM）评估中的基准数据污染（BDC）问题，即测试样本意外出现在训练集中，导致性能评估失真。作者设计了一套系统的评估流程和两项新指标，旨在更全面地评估现有的BDC缓解策略。研究发现，当前的缓解策略在提高抗污染能力方面效果不显著，且未能有效平衡保真性与抗污染性。这一结果强调了迫切需要开发更有效的BDC缓解策略，以确保LLM评估的可靠性。,4
Palatable Conceptions of Disembodied Being: Terra Incognita in the Space of Possible Minds,可口的非身体存在观念：可能心灵空间中的未知领域,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.16348,https://www.arxiv.org/abs/2503.16348,https://www.alphaxiv.org/abs/2503.16348,本文探讨了如何构建一种与当代无身体人工智能（AI）系统特征相符的意识概念，并对其进行哲学审视。作者指出，尽管现代对话代理（如大型语言模型）在语言使用上表现出色，但其缺乏生物基础的身体感知和持续时间的交互，挑战了我们对自我和主观性的传统理解。通过分析这些无身体实体的意识特征，论文旨在揭示可能的意识形式，拓展我们对心智空间的理解，并促使对意识概念的重新思考。,4
The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,语言的灯塔：通过批评引导改进增强LLM智能体,20 Mar 2025,Agent,Tencent,https://arxiv.org/pdf/2503.16024,https://www.arxiv.org/abs/2503.16024,https://www.alphaxiv.org/abs/2503.16024,这篇论文提出了一种名为“批评引导改进”（CGI）的新框架，旨在提升大型语言模型（LLM）作为自主智能体的表现。CGI通过引入一个演员模型和一个批评模型的双重结构，允许智能体在与环境互动时获得详细的自然语言反馈。批评模型生成具体的评估和改进建议，而演员模型则学习如何有效利用这些反馈。实验结果表明，CGI在三个互动环境中的表现显著优于现有基准，甚至小型批评模型的反馈质量超过了GPT-4。这一方法展示了通过明确的迭代指导来增强LLM智能体决策能力的潜力。,3
"Evaluating Test-Time Scaling LLMs for Legal Reasoning: OpenAI o1, DeepSeek-R1, and Beyond",评估法律推理中的测试时间扩展大语言模型：OpenAI o1、DeepSeek-R1及其他,20 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.16040,https://www.arxiv.org/abs/2503.16040,https://www.alphaxiv.org/abs/2503.16040,本论文评估了大型语言模型（LLMs）在法律推理任务中的表现，重点关注OpenAI o1和DeepSeek-R1等模型。研究涵盖了9个LLMs和17个法律任务，分析了中英文法律场景中的推理能力。尽管这些模型在一般语言任务中表现优异，但在法律推理方面仍显不足，特别是在七个中文和两个英文法律任务中，准确率均低于80%。这一发现表明，当前最先进的推理模型在法律领域的应用仍需进一步发展。,0
LeanTTA: A Backpropagation-Free and Stateless Approach to Quantized Test-Time Adaptation on Edge Devices,LeanTTA：一种无反向传播和无状态的量化测试时间适应方法，适用于边缘设备,20 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.15889,https://www.arxiv.org/abs/2503.15889,https://www.alphaxiv.org/abs/2503.15889,本文提出了LeanTTA，一种无反向传播且无状态的量化测试时适应框架，专为边缘设备设计。LeanTTA通过动态更新归一化统计量，降低计算成本，避免了依赖大批量和历史数据的问题，从而提高了在真实应用场景中的鲁棒性。该方法结合部分适应和量化模块融合，实现了显著的性能提升，如在ResNet18上减少15.7%的错误率，峰值内存使用仅为11.2MB，适应速度接近正常推理速度。LeanTTA为应对边缘设备面临的数据稀缺和环境变化挑战提供了一种有效的解决方案。,0
