标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
ReCamMaster: Camera-Controlled Generative Rendering from A Single Video,ReCamMaster：基于单个视频的相机控制生成渲染,Other,Other,https://arxiv.org/pdf/2503.11647,https://huggingface.co/papers/2503.11647,本文提出了ReCamMaster，一个用于从单一视频生成新镜头轨迹的框架。尽管视频生成中的相机控制已被广泛研究，但改变视频的相机轨迹仍然面临挑战，尤其是在保持多帧外观和动态同步方面。ReCamMaster通过利用预训练的文本到视频模型，结合一种有效的视频条件机制，成功再现输入视频的动态场景。为克服训练数据稀缺，研究团队构建了一个多相机同步视频数据集，涵盖多种场景和相机运动，提升了模型的泛化能力。实验结果表明，该方法在多项任务中显著优于现有技术，并展现了在视频稳定、超分辨率和图像扩展等应用中的潜力。,69
"PLADIS: Pushing the Limits of Attention in Diffusion Models at Inference
  Time by Leveraging Sparsity",PLADIS：通过利用稀疏性在推理时推动扩散模型注意力的极限,Diffusion Model,Other,https://arxiv.org/pdf/2503.07677,https://huggingface.co/papers/2503.07677,本文提出了一种新颖且高效的方法PLADIS，旨在提升扩散模型在推理时的性能，特别是在文本到图像生成任务中。PLADIS通过利用稀疏注意力机制，优化了预训练的U-Net和Transformer模型，无需额外训练或神经函数评估。该方法能够有效提升文本对齐的质量，并与多种引导技术（包括引导蒸馏模型）无缝集成。实验结果表明，PLADIS在生成样本的质量和人类偏好上均显著优于现有方法，展示了其广泛适用性和高效性。,64
"Adversarial Data Collection: Human-Collaborative Perturbations for
  Efficient and Robust Robotic Imitation Learning",对抗性数据收集：人类协作扰动用于高效且稳健的机器人模仿学习,Embodied AI,Other,https://arxiv.org/pdf/2503.11646,https://huggingface.co/papers/2503.11646,本论文提出了一种名为“对抗性数据收集”（ADC）的新框架，旨在提高机器人模仿学习的数据效率。通过实时的人机协作，ADC允许人类操作者动态调整环境和指令，从而在单次演示中生成丰富的多样性和应对策略。这种方法显著减少了对大规模数据集的依赖，同时提升了模型在未见任务指令上的表现和对环境变化的鲁棒性。实验表明，使用ADC训练的模型仅需20%的演示量便能超越传统方法。该研究为实用机器人学习提供了新的数据获取策略，并将开源一个包含真实操作任务的ADC-Robotics数据集，以促进领域的进一步发展。,30
"Technologies on Effectiveness and Efficiency: A Survey of State Spaces
  Models",关于有效性和效率的技术：状态空间模型的调查,Other,"THU, Shanghai AI Lab",https://arxiv.org/pdf/2503.11224,https://huggingface.co/papers/2503.11224,本文对状态空间模型（SSMs）进行了系统性的综述，提出其作为一种有效的替代方案，尤其在处理序列数据和长文本任务时，相较于传统的变压器模型表现出更高的效率和相当的性能。文章将SSM分为三个主要部分：原始SSM、结构化SSM（如S4）和选择性SSM（如Mamba），并详细介绍了其理论基础、数学公式及应用场景。通过强调关键技术，本文旨在为研究人员提供一个探索SSM理论基础的入门指南，推动其在医疗、对话助手及其他领域的应用。,19
API Agents vs. GUI Agents: Divergence and Convergence,API智能体与GUI智能体：分歧与融合,Agent,Microsoft,https://arxiv.org/pdf/2503.11069,https://huggingface.co/papers/2503.11069,本文对API驱动和GUI驱动的大型语言模型（LLM）代理进行了首次全面比较研究。尽管这两种代理都旨在实现任务自动化，但在架构复杂性、开发流程和用户交互模型上存在显著差异。研究分析了它们的不同之处及潜在的融合可能性，提出了明确的决策标准和实际应用案例，以帮助研究人员和从业者选择、结合或过渡这两种代理模式。最终，本文指出，随着LLM自动化技术的不断创新，API和GUI代理之间的界限将逐渐模糊，为更灵活的解决方案铺平道路。,16
"Exploring the Vulnerabilities of Federated Learning: A Deep Dive into
  Gradient Inversion Attacks",探索联邦学习的脆弱性：深入研究梯度反演攻击,Other,Other,https://arxiv.org/pdf/2503.11514,https://huggingface.co/papers/2503.11514,本论文探讨了联邦学习中的梯度反演攻击（GIA）及其脆弱性，尽管联邦学习旨在保护隐私，但共享的梯度信息仍可能泄露私人数据。作者对现有的GIA方法进行了系统的分类与评估，分为优化型、生成型和分析型三类，分析了它们的性能和实用性。研究发现，尽管优化型GIA在实际应用中表现较好，但其效果仍不理想，而生成型和分析型GIA则存在依赖性和可检测性问题，实用性较差。最后，论文提出了一个三阶段的防御框架，以帮助设计更安全的联邦学习协议，并指出未来研究的方向。,13
Large-scale Pre-training for Grounded Video Caption Generation,大规模预训练用于基础视频字幕生成,Other,Other,https://arxiv.org/pdf/2503.10781,https://huggingface.co/papers/2503.10781,本论文提出了一种新颖的视频字幕生成和物体定位方法，利用时间密集的边界框将字幕中的物体与视频内容关联。首先，研究者开发了一种大规模自动注释方法，将单帧的边界框注释汇聚成一致的时间密集注释，构建了名为HowToGround1M的大规模预训练数据集。其次，论文介绍了一个名为GROVE的模型，并在HowToGround1M上进行预训练。此外，研究者还创建了一个包含3500个视频的手动注释数据集iGround，以评估模型性能。实验结果表明，该方法在多个基准数据集上均达到了最先进的效果，验证了预训练和微调的重要性。,10
"TxAgent: An AI Agent for Therapeutic Reasoning Across a Universe of
  Tools",TxAgent：一个用于跨工具进行治疗推理的人工智能智能体,Agent,Other,https://arxiv.org/pdf/2503.10970,https://huggingface.co/papers/2503.10970,TxAgent是一种先进的人工智能代理，旨在通过多步骤推理和实时生物医学知识检索，提供个性化的治疗建议。该系统整合了211种工具，能够分析药物相互作用、禁忌症以及患者特定的治疗策略。TxAgent在多个药物推理任务中表现优异，准确率达到92.1%，显著超越了现有的语言模型和推理代理。通过综合多种证据和临床指南，TxAgent不仅提高了治疗决策的安全性，还降低了不良事件的风险，推动了精准医学的发展。,8
FlowTok: Flowing Seamlessly Across Text and Image Tokens,FlowTok：在文本和图像标记之间无缝流动,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2503.10772,https://huggingface.co/papers/2503.10772,论文《FlowTok: Flowing Seamlessly Across Text and Image Tokens》提出了一种新颖的跨模态生成框架FlowTok，旨在简化文本与图像之间的转换。与传统方法不同，FlowTok通过将文本和图像投影到统一的紧凑1D潜在空间中，实现了直接的流动匹配，避免了复杂的条件机制和噪声调度。这一设计使潜在空间大小减少了3.3倍，提高了内存效率，降低了训练资源需求，并加快了采样速度。同时，FlowTok还支持图像到文本的生成，展现出与现有先进模型相当的性能。该框架的代码将公开发布。,8
"Kolmogorov-Arnold Attention: Is Learnable Attention Better For Vision
  Transformers?",Kolmogorov-Arnold 注意力：可学习的注意力在视觉 Transformers 中更好吗？,Other,Other,https://arxiv.org/pdf/2503.10632,https://huggingface.co/papers/2503.10632,本论文提出了一种新的可学习注意力机制——Kolmogorov-Arnold Attention (KArAt)，专为视觉变换器（ViTs）设计。研究表明，KArAt能够在多种数据集（如CIFAR-10、CIFAR-100和ImageNet-1K）上表现优于或与传统ViTs相当。为了降低计算和内存成本，作者还提出了更模块化的Fourier-KArAt。通过分析这些模型的损失景观、权重分布和注意力可视化，论文探讨了可学习激活函数在复杂模型中的潜力，鼓励研究者进一步探索Kolmogorov-Arnold网络在先进架构中的应用。相关代码和实现细节已公开。,6
